service_period,unit_number,unit_status,resident_id,resident_name,number_of_occupants,square_footage,bedrooms,days_occupied,water_usage,water_charge,sewer_usage,sewer_charge,gas_usage,gas_charge,electric_usage,electric_charge,total_charge
2020-04-01,157,occupied,8457857,Wendy Romero,3,1150,3,30,4.12,11.54,12.36,21.01,11.22,14.59,145.91,23.35,70.49
2020-05-01,157,occupied,8457857,Wendy Romero,3,1150,3,30,3.94,11.03,11.82,20.09,13.57,17.64,112.53,18,66.76
2020-06-01,157,occupied,8457857,Wendy Romero,3,1150,3,30,8.75,24.5,26.25,44.62,29.36,38.17,72.34,11.57,118.86
2020-07-01,157,occupied,8457857,Wendy Romero,3,1150,3,30,4.21,11.79,12.63,21.47,12.23,15.9,99.26,15.88,65.04
2020-08-01,157,occupied,8457857,Wendy Romero,3,1150,3,30,7.16,20.05,21.48,36.52,15.12,19.66,139.98,22.4,98.63
2020-09-01,157,occupied,8457857,Wendy Romero,3,1150,3,30,5.41,15.15,16.23,27.59,24.73,32.15,125.07,20.01,94.9
2020-10-01,157,occupied,8457857,Wendy Romero,3,1150,3,30,8.05,22.54,24.15,41.05,26.83,34.88,106.21,16.99,115.46
2020-11-01,157,occupied,8457857,Wendy Romero,3,1150,3,30,8.66,24.25,25.98,44.17,19.6,25.48,75.58,12.09,105.99
2020-12-01,157,occupied,8457857,Wendy Romero,3,1150,3,30,7.02,19.66,21.06,35.8,23.73,30.85,147.61,23.62,109.93
2021-01-01,157,occupied,8457857,Wendy Romero,3,1150,3,30,4.5,12.6,13.5,22.95,25.82,33.57,73.27,11.72,80.84
2021-02-01,157,occupied,8457857,Wendy Romero,3,1150,3,30,5.22,14.62,15.66,26.62,29.52,38.38,60.48,9.68,89.3
2021-03-01,157,occupied,8457857,Wendy Romero,3,1150,3,30,9.11,25.51,27.33,46.46,29.77,38.7,79.8,12.77,123.44
2021-04-01,157,occupied,8457857,Wendy Romero,3,1150,3,30,13.75204759,38.51,36.33089243,61.76,70.67269592,91.87,160.4776656,25.68,217.82
2023-01-01,157,occupied,9002844,Jose Lopez,3,1150,3,30,9.43,26.4,28.29,48.09,19.98,25.97,137.5,22,122.46
2023-02-01,157,occupied,9002844,Jose Lopez,3,1150,3,30,4.25,11.9,12.75,21.68,27.52,35.78,125.18,20.03,89.39
2023-03-01,157,occupied,9002844,Jose Lopez,3,1150,3,30,8.63,24.16,25.89,44.01,23.21,30.17,105.1,16.82,115.16
2023-04-01,157,occupied,9002844,Jose Lopez,3,1150,3,30,5.54,15.51,16.62,28.25,27,35.1,125.38,20.06,98.92
2023-05-01,157,occupied,9002844,Jose Lopez,3,1150,3,30,4.34,12.15,13.02,22.13,10.62,13.81,58.48,9.36,57.45
2023-06-01,157,occupied,9002844,Jose Lopez,3,1150,3,30,3.98,11.14,11.94,20.3,15.41,20.03,79.5,12.72,64.19
2023-07-01,157,occupied,9002844,Jose Lopez,3,1150,3,30,4.12,11.54,12.36,21.01,13.39,17.41,93.1,14.9,64.86
2023-08-01,157,occupied,9002844,Jose Lopez,3,1150,3,30,4.81,13.47,14.43,24.53,13.1,17.03,93.74,15,70.03
2023-09-01,157,occupied,9002844,Jose Lopez,3,1150,3,30,5.16,14.45,15.48,26.32,21.73,28.25,105.51,16.88,85.9
2023-10-01,157,occupied,9002844,Jose Lopez,3,1150,3,30,9.86,27.61,29.58,50.29,22.12,28.76,139.29,22.29,128.95
2023-11-01,157,occupied,9002844,Jose Lopez,3,1150,3,30,5.38,15.06,16.14,27.44,10.63,13.82,124.07,19.85,76.17
2023-12-01,157,occupied,9002844,Jose Lopez,3,1150,3,30,6.77,18.96,20.31,34.53,17.01,22.11,88.26,14.12,89.72
2024-01-01,157,occupied,9002844,Jose Lopez,3,1150,3,30,9.51,26.63,28.53,48.5,21.21,27.57,69.68,11.15,113.85
2024-02-01,157,occupied,9002844,Jose Lopez,3,1150,3,30,7.92,22.18,23.76,40.39,21.87,28.43,63.06,10.09,101.09
2024-03-01,157,occupied,9002844,Jose Lopez,3,1150,3,30,5.08,14.22,15.24,25.91,25.53,33.19,109.32,17.49,90.81
2024-04-01,157,occupied,9002844,Jose Lopez,3,1150,3,30,3.4,9.52,10.2,17.34,19.62,25.51,98.24,15.72,68.09
2024-05-01,157,occupied,9002844,Jose Lopez,3,1150,3,30,4.95,13.86,14.85,25.25,29.49,38.34,138.55,22.17,99.62
2024-06-01,157,occupied,9002844,Jose Lopez,3,1150,3,30,3.72,10.42,11.16,18.97,17.63,22.92,74.9,11.98,64.29
2024-07-01,157,occupied,9002844,Jose Lopez,3,1150,3,30,5.97,16.72,17.91,30.45,25.49,33.14,78.86,12.62,92.93
2024-08-01,157,occupied,9002844,Jose Lopez,3,1150,3,30,9.16,25.65,27.48,46.72,15.44,20.07,65.88,10.54,102.98
2024-09-01,157,occupied,9002844,Jose Lopez,3,1150,3,30,6.57,18.4,19.71,33.51,13.61,17.69,53.02,8.48,78.08
2024-10-01,157,occupied,9002844,Jose Lopez,3,1150,3,30,3.24,9.07,9.72,16.52,12.97,16.86,95.63,15.3,57.75
2024-11-01,157,occupied,9002844,Jose Lopez,3,1150,3,30,4.09,11.45,12.27,20.86,14.37,18.68,118.23,18.92,69.91
2024-12-01,157,occupied,9002844,Jose Lopez,3,1150,3,30,6.57,18.4,19.71,33.51,18.45,23.98,135.63,21.7,97.59
2025-01-01,157,occupied,9002844,Jose Lopez,3,1150,3,30,3.76,10.53,11.28,19.18,11.15,14.5,96.31,15.41,59.62
2021-05-01,157,vacant,0,null,0,1150,3,29,0.55,1.54,1.65,2.81,0.67,0.87,3.35,0.54,5.76
2022-04-01,157,vacant,0,null,0,1150,3,26,0.75,2.1,2.25,3.82,0.21,0.27,2.5,0.4,6.59
2022-12-01,157,vacant,0,null,0,1150,3,23,0.71,1.99,2.13,3.62,0.15,0.2,2.53,0.4,6.21
2022-07-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,7.16,20.05,21.48,36.52,23.85,31.01,148.44,23.75,111.33
2022-08-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,9.48,26.54,28.44,48.35,24.86,32.32,57.77,9.24,116.45
2022-09-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,5.91,16.55,17.73,30.14,27.54,35.8,110.56,17.69,100.18
2022-10-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,9.74,27.27,29.22,49.67,22.16,28.81,117.56,18.81,124.56
2022-11-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,5.07,14.2,15.21,25.86,12.35,16.05,67.56,10.81,66.92
2022-12-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,9.65,27.02,28.95,49.22,27.6,35.88,52.21,8.35,120.47
2023-01-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,7.4,20.72,22.2,37.74,27.63,35.92,127.49,20.4,114.78
2023-02-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,4.32,12.1,12.96,22.03,17.45,22.68,131.86,21.1,77.91
2023-03-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,3.09,8.65,9.27,15.76,29.94,38.92,122.39,19.58,82.91
2023-04-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,4.6,12.88,13.8,23.46,10.04,13.05,76.28,12.2,61.59
2023-05-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,8.83,24.72,26.49,45.03,21.52,27.98,69.89,11.18,108.91
2023-06-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,7.37,20.64,22.11,37.59,17.13,22.27,73.04,11.69,92.19
2023-07-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,7.35,20.58,22.05,37.48,10.78,14.01,126.25,20.2,92.27
2023-08-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,4.93,13.8,14.79,25.14,15.47,20.11,124.05,19.85,78.9
2023-09-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,7.76,21.73,23.28,39.58,29.03,37.74,78.58,12.57,111.62
2023-10-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,9.85,27.58,29.55,50.23,28.8,37.44,85.07,13.61,128.86
2023-11-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,5.67,15.88,17.01,28.92,23.65,30.74,133.48,21.36,96.9
2023-12-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,3.6,10.08,10.8,18.36,22.83,29.68,74.32,11.89,70.01
2024-01-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,4.65,13.02,13.95,23.71,12.34,16.04,114.87,18.38,71.15
2024-02-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,8.8,24.64,26.4,44.88,22.98,29.87,80.45,12.87,112.26
2024-03-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,8.12,22.74,24.36,41.41,17.1,22.23,57.45,9.19,95.57
2024-04-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,4.61,12.91,13.83,23.51,25.15,32.7,76.18,12.19,81.31
2024-05-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,5.81,16.27,17.43,29.63,19.5,25.35,60.73,9.72,80.97
2024-06-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,9.99,27.97,29.97,50.95,25.92,33.7,106.68,17.07,129.69
2024-07-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,3.23,9.04,9.69,16.47,27.3,35.49,69.69,11.15,72.15
2024-08-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,6.3,17.64,18.9,32.13,25.47,33.11,134.86,21.58,104.46
2024-09-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,13.42761854,37.6,49.72703249,84.54,36.66507785,47.66,226.623472,36.26,206.06
2024-10-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,9.37,26.24,28.11,47.79,19.24,25.01,142.23,22.76,121.8
2024-11-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,5.46,15.29,16.38,27.85,26.11,33.94,78.1,12.5,89.58
2024-12-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,6.44,18.03,19.32,32.84,10.9,14.17,118.57,18.97,84.01
2025-01-01,158,occupied,1074756,Teresa Jensen,4,1200,2,30,4.56,12.77,13.68,23.26,24.41,31.73,68.26,10.92,78.68
2020-01-01,158,occupied,1882360,Jacob Cook,5,1200,2,30,8.45,23.66,25.35,43.09,16.97,22.06,98.53,15.76,104.57
2020-02-01,158,occupied,1882360,Jacob Cook,5,1200,2,30,7.88,22.06,23.64,40.19,21.33,27.73,114.41,18.31,108.29
2020-03-01,158,occupied,1882360,Jacob Cook,5,1200,2,30,7.48,20.94,22.44,38.15,18.64,24.23,68.82,11.01,94.33
2020-04-01,158,occupied,1882360,Jacob Cook,5,1200,2,30,5.51,15.43,16.53,28.1,25.26,32.84,142.04,22.73,99.1
2020-05-01,158,occupied,1882360,Jacob Cook,5,1200,2,30,4.79,13.41,14.37,24.43,12.38,16.09,147.33,23.57,77.5
2020-06-01,158,occupied,1882360,Jacob Cook,5,1200,2,30,9.77,27.36,29.31,49.83,18.27,23.75,71.62,11.46,112.4
2020-07-01,158,occupied,1882360,Jacob Cook,5,1200,2,30,7.06,19.77,21.18,36.01,18.56,24.13,94.59,15.13,95.04
2020-08-01,158,occupied,1882360,Jacob Cook,5,1200,2,30,3.16,8.85,9.48,16.12,20.66,26.86,69.45,11.11,62.94
2020-09-01,158,occupied,1882360,Jacob Cook,5,1200,2,30,9.76,27.33,29.28,49.78,11.29,14.68,53.82,8.61,100.4
2020-10-01,158,occupied,1882360,Jacob Cook,5,1200,2,30,4.54,12.71,13.62,23.15,19.07,24.79,67.36,10.78,71.43
2020-11-01,158,occupied,1882360,Jacob Cook,5,1200,2,30,6.51,18.23,19.53,33.2,27.3,35.49,105.59,16.89,103.81
2020-12-01,158,occupied,1882360,Jacob Cook,5,1200,2,30,9.64,26.99,28.92,49.16,15.52,20.18,77.78,12.44,108.77
2021-01-01,158,occupied,1882360,Jacob Cook,5,1200,2,30,4.45,12.46,13.35,22.7,17.95,23.34,87.95,14.07,72.57
2021-02-01,158,occupied,1882360,Jacob Cook,5,1200,2,30,7.18,20.1,21.54,36.62,21.43,27.86,138.57,22.17,106.75
2021-03-01,158,occupied,1882360,Jacob Cook,5,1200,2,30,7.43,20.8,22.29,37.89,18.09,23.52,147.11,23.54,105.75
2021-04-01,158,occupied,1882360,Jacob Cook,5,1200,2,30,6.35,17.78,19.05,32.38,28.8,37.44,148.7,23.79,111.39
2021-05-01,158,occupied,1882360,Jacob Cook,5,1200,2,30,7.58,21.22,22.74,38.66,19.73,25.65,51.46,8.23,93.76
2021-06-01,158,occupied,1882360,Jacob Cook,5,1200,2,30,8.2,22.96,24.6,41.82,28.66,37.26,132.78,21.24,123.28
2021-07-01,158,occupied,1882360,Jacob Cook,5,1200,2,30,7.07,19.8,21.21,36.06,15.33,19.93,126.92,20.31,96.1
2021-08-01,158,occupied,1882360,Jacob Cook,5,1200,2,30,7.4,20.72,22.2,37.74,23.81,30.95,131.85,21.1,110.51
2021-09-01,158,occupied,1882360,Jacob Cook,5,1200,2,30,3.13,8.76,9.39,15.96,22.55,29.32,107.97,17.28,71.32
2021-10-01,158,occupied,1882360,Jacob Cook,5,1200,2,30,4.58,12.82,13.74,23.36,17.86,23.22,71.62,11.46,70.86
2021-11-01,158,occupied,1882360,Jacob Cook,5,1200,2,30,3.64,10.19,10.92,18.56,25.85,33.61,57.38,9.18,71.54
2021-12-01,158,occupied,1882360,Jacob Cook,5,1200,2,30,8.87,24.84,26.61,45.24,15.99,20.79,108.73,17.4,108.27
2022-01-01,158,occupied,1882360,Jacob Cook,5,1200,2,30,7.64,21.39,22.92,38.96,25.93,33.71,126.2,20.19,114.25
2022-02-01,158,vacant,0,null,0,1200,2,15,0.14,0.39,0.42,0.71,0.01,0.01,0.35,0.06,1.17
2022-04-01,158,vacant,0,null,0,1200,2,20,0.33,0.92,0.99,1.68,0.28,0.36,3.3,0.53,3.49
2022-05-01,158,vacant,0,null,0,1200,2,11,0.17,0.48,0.51,0.87,0.1,0.13,1.7,0.27,1.75
2022-06-01,158,vacant,0,null,0,1200,2,20,0.32,0.9,0.96,1.63,0.09,0.12,1.25,0.2,2.85
2023-04-01,159,occupied,4848189,Daniel Mckinney,5,1000,1,30,9.87,27.64,29.61,50.34,23.55,30.62,145.99,23.36,131.96
2023-05-01,159,occupied,4848189,Daniel Mckinney,5,1000,1,30,6,16.8,18,30.6,28.69,37.3,80.68,12.91,97.61
2023-06-01,159,occupied,4848189,Daniel Mckinney,5,1000,1,30,7.05,19.74,21.15,35.95,25.96,33.75,115.53,18.48,107.92
2023-07-01,159,occupied,4848189,Daniel Mckinney,5,1000,1,30,8.35,23.38,25.05,42.58,15.54,20.2,134.84,21.57,107.73
2023-08-01,159,occupied,4848189,Daniel Mckinney,5,1000,1,30,8.08,22.62,24.24,41.21,25.57,33.24,88.65,14.18,111.25
2023-09-01,159,occupied,4848189,Daniel Mckinney,5,1000,1,30,9.78,27.38,29.34,49.88,19.63,25.52,129.23,20.68,123.46
2023-10-01,159,occupied,4848189,Daniel Mckinney,5,1000,1,30,9.46,26.49,28.38,48.25,19.68,25.58,65.24,10.44,110.76
2023-11-01,159,occupied,4848189,Daniel Mckinney,5,1000,1,30,5.57,15.6,16.71,28.41,11.75,15.28,118.59,18.97,78.26
2023-12-01,159,occupied,4848189,Daniel Mckinney,5,1000,1,30,8.33,23.32,24.99,42.48,10.91,14.18,84.53,13.52,93.5
2024-01-01,159,occupied,4848189,Daniel Mckinney,5,1000,1,30,6.3,17.64,18.9,32.13,23.92,31.1,95.64,15.3,96.17
2024-02-01,159,occupied,4848189,Daniel Mckinney,5,1000,1,30,8.31,23.27,24.93,42.38,29.88,38.84,132.5,21.2,125.69
2024-03-01,159,occupied,4848189,Daniel Mckinney,5,1000,1,30,8.38,23.46,25.14,42.74,28.89,37.56,124.76,19.96,123.72
2024-04-01,159,occupied,4848189,Daniel Mckinney,5,1000,1,30,7.89,22.09,23.67,40.24,19.22,24.99,55.26,8.84,96.16
2024-05-01,159,occupied,4848189,Daniel Mckinney,5,1000,1,30,9.2,25.76,27.6,46.92,13.15,17.1,141.02,22.56,112.34
2024-06-01,159,occupied,4848189,Daniel Mckinney,5,1000,1,30,6.94,19.43,20.82,35.39,12.21,15.87,59.92,9.59,80.28
2024-07-01,159,occupied,4848189,Daniel Mckinney,5,1000,1,30,7.18,20.1,21.54,36.62,15.45,20.09,110.74,17.72,94.53
2024-08-01,159,occupied,4848189,Daniel Mckinney,5,1000,1,30,7.38,20.66,22.14,37.64,10.43,13.56,84.36,13.5,85.36
2024-09-01,159,occupied,4848189,Daniel Mckinney,5,1000,1,30,6.38,17.86,19.14,32.54,12,15.6,81.08,12.97,78.97
2024-10-01,159,occupied,4848189,Daniel Mckinney,5,1000,1,30,3.85,10.78,11.55,19.64,29.04,37.75,96.13,15.38,83.55
2024-11-01,159,occupied,4848189,Daniel Mckinney,5,1000,1,30,7.17,20.08,21.51,36.57,26.3,34.19,134.85,21.58,112.42
2024-12-01,159,occupied,4848189,Daniel Mckinney,5,1000,1,30,5.51,15.43,16.53,28.1,14.46,18.8,148.57,23.77,86.1
2025-01-01,159,occupied,4848189,Daniel Mckinney,5,1000,1,30,8.74,24.47,26.22,44.57,25.51,33.16,133.73,21.4,123.6
2021-10-01,159,occupied,7709204,Elizabeth Franco,4,1000,1,30,8.06,22.57,24.18,41.11,14.22,18.49,104.28,16.68,98.85
2021-11-01,159,occupied,7709204,Elizabeth Franco,4,1000,1,30,9.83,27.52,29.49,50.13,26.95,35.04,55.71,8.91,121.6
2021-12-01,159,occupied,7709204,Elizabeth Franco,4,1000,1,30,3.08,8.62,9.24,15.71,18.42,23.95,98.6,15.78,64.06
2022-01-01,159,occupied,7709204,Elizabeth Franco,4,1000,1,30,5.17,14.48,15.51,26.37,10.69,13.9,132.5,21.2,75.95
2022-02-01,159,occupied,7709204,Elizabeth Franco,4,1000,1,30,3.31,9.27,9.93,16.88,23.54,30.6,60.43,9.67,66.42
2022-03-01,159,occupied,7709204,Elizabeth Franco,4,1000,1,30,7.42,20.78,22.26,37.84,14.11,18.34,50.19,8.03,84.99
2022-04-01,159,occupied,7709204,Elizabeth Franco,4,1000,1,30,8.77,24.56,26.31,44.73,20.51,26.66,109.91,17.59,113.54
2022-05-01,159,occupied,7709204,Elizabeth Franco,4,1000,1,30,5.17,14.48,15.51,26.37,26.36,34.27,145.53,23.28,98.4
2022-06-01,159,occupied,7709204,Elizabeth Franco,4,1000,1,30,5.36,15.01,16.08,27.34,24.83,32.28,112.49,18,92.63
2022-07-01,159,occupied,7709204,Elizabeth Franco,4,1000,1,30,8.83,24.72,26.49,45.03,29.85,38.8,93.75,15,123.55
2022-08-01,159,occupied,7709204,Elizabeth Franco,4,1000,1,30,5.93,16.6,17.79,30.24,26.08,33.9,112.39,17.98,98.72
2022-09-01,159,occupied,7709204,Elizabeth Franco,4,1000,1,30,5.75,16.1,17.25,29.32,24.01,31.21,107.88,17.26,93.89
2022-10-01,159,occupied,7709204,Elizabeth Franco,4,1000,1,30,4.96,13.89,14.88,25.3,28.93,37.61,107.3,17.17,93.97
2022-11-01,159,occupied,7709204,Elizabeth Franco,4,1000,1,30,3.06,8.57,9.18,15.61,15.33,19.93,60.73,9.72,53.83
2022-12-01,159,occupied,7709204,Elizabeth Franco,4,1000,1,30,7.11,19.91,21.33,36.26,19.82,25.77,67.22,10.76,92.7
2023-01-01,159,occupied,7709204,Elizabeth Franco,4,1000,1,30,7.03,19.68,21.09,35.85,16.5,21.45,85.94,13.75,90.73
2023-02-01,159,occupied,7709204,Elizabeth Franco,4,1000,1,30,7.54,21.11,22.62,38.45,22.08,28.7,135.81,21.73,109.99
2020-09-01,159,vacant,0,null,0,1000,1,29,0.64,1.79,1.92,3.26,0.02,0.03,2.5,0.4,5.48
2021-09-01,159,vacant,0,null,0,1000,1,17,0.46,1.29,1.38,2.35,0.49,0.64,1.6,0.26,4.54
2023-03-01,159,vacant,0,null,0,1000,1,7,0.06,0.17,0.18,0.31,0.04,0.05,0.61,0.1,0.63
2020-12-01,160,occupied,9337267,Connie Davis,2,1200,1,30,9.99,27.97,29.97,50.95,16.38,21.29,73.93,11.83,112.04
2021-01-01,160,occupied,9337267,Connie Davis,2,1200,1,30,9.61,26.91,28.83,49.01,18.57,24.14,103.93,16.63,116.69
2021-02-01,160,occupied,9337267,Connie Davis,2,1200,1,30,9.8,27.44,29.4,49.98,24.02,31.23,134.16,21.47,130.12
2021-03-01,160,occupied,9337267,Connie Davis,2,1200,1,30,4.58,12.82,13.74,23.36,22.92,29.8,123.1,19.7,85.68
2021-04-01,160,occupied,9337267,Connie Davis,2,1200,1,30,4.85,13.58,14.55,24.73,28.99,37.69,55.11,8.82,84.82
2021-05-01,160,occupied,9337267,Connie Davis,2,1200,1,30,7.8,21.84,23.4,39.78,27.1,35.23,56.97,9.12,105.97
2021-06-01,160,occupied,9337267,Connie Davis,2,1200,1,30,9.8,27.44,29.4,49.98,19.54,25.4,71.74,11.48,114.3
2021-07-01,160,occupied,9337267,Connie Davis,2,1200,1,30,3.73,10.44,11.19,19.02,21.38,27.79,98.07,15.69,72.94
2021-08-01,160,occupied,9337267,Connie Davis,2,1200,1,30,9.24,25.87,27.72,47.12,22.83,29.68,142.36,22.78,125.45
2021-09-01,160,occupied,9337267,Connie Davis,2,1200,1,30,6.35,17.78,19.05,32.38,24.98,32.47,122.56,19.61,102.24
2021-10-01,160,occupied,9337267,Connie Davis,2,1200,1,30,3.84,10.75,11.52,19.58,28.98,37.67,95.11,15.22,83.22
2021-11-01,160,occupied,9337267,Connie Davis,2,1200,1,30,7.09,19.85,21.27,36.16,26.77,34.8,61.16,9.79,100.6
2021-12-01,160,occupied,9337267,Connie Davis,2,1200,1,30,5.6,15.68,16.8,28.56,15.99,20.79,84.42,13.51,78.54
2022-01-01,160,occupied,9337267,Connie Davis,2,1200,1,30,4.33,12.12,12.99,22.08,16.02,20.83,128.05,20.49,75.52
2022-02-01,160,occupied,9337267,Connie Davis,2,1200,1,30,7.67,21.48,23.01,39.12,11.03,14.34,64.03,10.24,85.18
2022-03-01,160,occupied,9337267,Connie Davis,2,1200,1,30,4.62,12.94,13.86,23.56,10.35,13.46,100.66,16.11,66.07
2022-04-01,160,occupied,9337267,Connie Davis,2,1200,1,30,15.50454439,43.41,33.89607581,57.62,62.39500284,81.11,117.1862056,18.75,200.89
2022-05-01,160,occupied,9337267,Connie Davis,2,1200,1,30,5.5,15.4,16.5,28.05,21.66,28.16,126.13,20.18,91.79
2022-06-01,160,occupied,9337267,Connie Davis,2,1200,1,30,8.77,24.56,26.31,44.73,22.42,29.15,85.91,13.75,112.19
2022-07-01,160,occupied,9337267,Connie Davis,2,1200,1,30,5.23,14.64,15.69,26.67,29.47,38.31,51.63,8.26,87.88
2022-08-01,160,occupied,9337267,Connie Davis,2,1200,1,30,6.01,16.83,18.03,30.65,27.84,36.19,55.16,8.83,92.5
2022-09-01,160,occupied,9337267,Connie Davis,2,1200,1,30,4.13,11.56,12.39,21.06,28.02,36.43,51.92,8.31,77.36
2022-10-01,160,occupied,9337267,Connie Davis,2,1200,1,30,7.61,21.31,22.83,38.81,21.67,28.17,140.03,22.4,110.69
2022-11-01,160,occupied,9337267,Connie Davis,2,1200,1,30,8.87,24.84,26.61,45.24,13.89,18.06,133.78,21.4,109.54
2022-12-01,160,occupied,9337267,Connie Davis,2,1200,1,30,3.9,10.92,11.7,19.89,11.68,15.18,126.37,20.22,66.21
2023-01-01,160,occupied,9337267,Connie Davis,2,1200,1,30,8.92,24.98,26.76,45.49,15.79,20.53,120.34,19.25,110.25
2023-02-01,160,occupied,9337267,Connie Davis,2,1200,1,30,4.29,12.01,12.87,21.88,29.06,37.78,126.28,20.2,91.87
2023-03-01,160,occupied,9337267,Connie Davis,2,1200,1,30,3.42,9.58,10.26,17.44,19.77,25.7,113.96,18.23,70.95
2023-04-01,160,occupied,9337267,Connie Davis,2,1200,1,30,7.03,19.68,21.09,35.85,27.95,36.34,114.66,18.35,110.22
2023-05-01,160,occupied,9337267,Connie Davis,2,1200,1,30,6.78,18.98,20.34,34.58,10.11,13.14,67.72,10.84,77.54
2023-06-01,160,occupied,9337267,Connie Davis,2,1200,1,30,5.57,15.6,16.71,28.41,27.96,36.35,121.97,19.52,99.88
2023-07-01,160,occupied,9337267,Connie Davis,2,1200,1,30,3.16,8.85,9.48,16.12,27.59,35.87,61.97,9.92,70.76
2023-08-01,160,occupied,9337267,Connie Davis,2,1200,1,30,17.20507821,48.17,47.327726,80.46,31.95019839,41.54,161.5490931,25.85,196.02
2023-09-01,160,occupied,9337267,Connie Davis,2,1200,1,30,9.54,26.71,28.62,48.65,24.79,32.23,115.3,18.45,126.04
2023-10-01,160,occupied,9337267,Connie Davis,2,1200,1,30,3.38,9.46,10.14,17.24,28.93,37.61,113.6,18.18,82.49
2023-11-01,160,occupied,9337267,Connie Davis,2,1200,1,30,3.15,8.82,9.45,16.06,18.84,24.49,67.14,10.74,60.11
2023-12-01,160,occupied,9337267,Connie Davis,2,1200,1,30,3.19,8.93,9.57,16.27,11.76,15.29,147.78,23.64,64.13
2024-01-01,160,occupied,9337267,Connie Davis,2,1200,1,30,7.63,21.36,22.89,38.91,26.42,34.35,81.37,13.02,107.64
2024-02-01,160,occupied,9337267,Connie Davis,2,1200,1,30,7.76,21.73,23.28,39.58,14.04,18.25,127.92,20.47,100.03
2024-03-01,160,occupied,9337267,Connie Davis,2,1200,1,30,20.80656249,58.26,78.26969878,133.06,70.52528916,91.68,399.4646618,63.91,346.91
2024-04-01,160,occupied,9337267,Connie Davis,2,1200,1,30,3.28,9.18,9.84,16.73,17.33,22.53,110.75,17.72,66.16
2024-05-01,160,occupied,9337267,Connie Davis,2,1200,1,30,5.77,16.16,17.31,29.43,17.06,22.18,69.02,11.04,78.81
2024-06-01,160,occupied,9337267,Connie Davis,2,1200,1,30,4.74,13.27,14.22,24.17,18.01,23.41,51.71,8.27,69.12
2024-07-01,160,occupied,9337267,Connie Davis,2,1200,1,30,7.89,22.09,23.67,40.24,24.69,32.1,102.24,16.36,110.79
2024-08-01,160,occupied,9337267,Connie Davis,2,1200,1,30,3.39,9.49,10.17,17.29,26.64,34.63,73.83,11.81,73.22
2024-09-01,160,occupied,9337267,Connie Davis,2,1200,1,30,3.57,10,10.71,18.21,16.45,21.39,90.77,14.52,64.12
2024-10-01,160,occupied,9337267,Connie Davis,2,1200,1,30,5.98,16.74,17.94,30.5,20.83,27.08,144.18,23.07,97.39
2024-11-01,160,occupied,9337267,Connie Davis,2,1200,1,30,9.94,27.83,29.82,50.69,11.72,15.24,94.02,15.04,108.8
2024-12-01,160,occupied,9337267,Connie Davis,2,1200,1,30,8.52,23.86,25.56,43.45,26.35,34.26,108.4,17.34,118.91
2025-01-01,160,occupied,9337267,Connie Davis,2,1200,1,30,6.64,18.59,19.92,33.86,21.32,27.72,62.46,9.99,90.16
2020-11-01,160,vacant,0,null,0,1200,1,7,0.03,0.08,0.09,0.15,0.18,0.23,1.09,0.17,0.63
2023-01-01,161,occupied,3432260,Theresa Olsen,4,1000,2,30,4.4,12.32,13.2,22.44,18.94,24.62,88.42,14.15,73.53
2023-02-01,161,occupied,3432260,Theresa Olsen,4,1000,2,30,9.32,26.1,27.96,47.53,18.16,23.61,52.89,8.46,105.7
2023-03-01,161,occupied,3432260,Theresa Olsen,4,1000,2,30,6.94,19.43,20.82,35.39,15.48,20.12,141.86,22.7,97.64
2023-04-01,161,occupied,3432260,Theresa Olsen,4,1000,2,30,8.59,24.05,25.77,43.81,17.24,22.41,78.79,12.61,102.88
